class_desc,class,zipcode,res,comm,units,landarea,grossarea,yearbuilt,price
12 CONDOS - WALKUP APARTMENTS,12,11215,1,0,1,0,0,1900,1350000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,,1350000
02 TWO FAMILY DWELLINGS,2,11223,2,1,3,1558,1900,1927,1350000
02 TWO FAMILY DWELLINGS,2,11223,2,1,3,1558,2242,1927,1350000
03 THREE FAMILY DWELLINGS,3,11229,3,0,3,2000,3400,1960,1350000
03 THREE FAMILY DWELLINGS,3,11229,3,0,3,2250,2412,1925,1350000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2003,2128,1905,1350000
08 RENTALS - ELEVATOR APARTMENTS,8,11220,80,0,80,16228,65048,2007,1350000
29 COMMERCIAL GARAGES,29,11220,0,1,1,2808,2800,1972,1350000
14 RENTALS - 4-10 UNIT,14,11211,3,1,4,2200,2640,1900,1350000
34 THEATRES,34,11206,0,1,1,2350,1875,1931,1350000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,1350000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,,1350000
02 TWO FAMILY DWELLINGS,2,11218,2,0,2,1800,2040,1910,1350000
02 TWO FAMILY DWELLINGS,2,11218,2,0,2,1880,2160,1899,1350000
10 COOPS - ELEVATOR APARTMENTS,10,11218,,,,,,1936,1350000
07 RENTALS - WALKUP APARTMENTS,7,11237,6,0,6,2500,5175,1931,1350000
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,2040,1899,1351350
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,2500,2640,1930,1352000
04 TAX CLASS 1 CONDOS,4,11217,1,0,1,0,0,1899,1352500
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,2800,1899,1352502
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1938,1353717
12 CONDOS - WALKUP APARTMENTS,12,11238,1,0,1,0,0,2013,1354273
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2017,1354273
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,2000,2952,1899,1355000
13 CONDOS - ELEVATOR APARTMENTS,13,11231,1,0,1,0,0,1928,1355000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,4600,2444,1910,1355000
03 THREE FAMILY DWELLINGS,3,11223,3,0,3,2700,2728,1930,1355000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,1837,1528,1910,1355000
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2017,1355000
12 CONDOS - WALKUP APARTMENTS,12,11205,1,0,1,0,0,,1355823
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,1600,2000,1925,1358500
13 CONDOS - ELEVATOR APARTMENTS,13,11205,1,0,1,0,0,1900,1359000
03 THREE FAMILY DWELLINGS,3,11228,3,0,3,2320,2160,1930,1360000
07 RENTALS - WALKUP APARTMENTS,7,11214,4,0,4,2000,3000,1909,1360000
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1992,1960,1992,1360000
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,1595,2500,1945,1360000
03 THREE FAMILY DWELLINGS,3,11219,3,0,3,2000,3240,1925,1360000
04 TAX CLASS 1 CONDOS,4,11219,1,0,1,0,0,2017,1360000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1912,1360000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1905,1360000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,1360000
02 TWO FAMILY DWELLINGS,2,11228,2,0,2,2000,2030,1945,1360000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,5000,3009,1920,1360000
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,2483,2360,1925,1360000
12 CONDOS - WALKUP APARTMENTS,12,11222,1,0,1,0,0,,1360000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11222,1,0,1,0,0,2017,1360000
16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,16,11222,1,0,1,0,0,2017,1360000
30 WAREHOUSES,30,11231,0,1,1,1400,1400,1931,1360000
03 THREE FAMILY DWELLINGS,3,11232,3,0,3,2003,2056,1910,1360000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1362319
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2000,2700,1899,1362500
02 TWO FAMILY DWELLINGS,2,11207,2,1,3,1800,3300,1910,1362627
07 RENTALS - WALKUP APARTMENTS,7,11208,10,0,10,4700,7020,1925,1362627
07 RENTALS - WALKUP APARTMENTS,7,11207,6,0,6,2250,5100,1930,1362627
07 RENTALS - WALKUP APARTMENTS,7,11207,6,0,6,2250,5100,1930,1362627
07 RENTALS - WALKUP APARTMENTS,7,11207,6,0,6,2350,5100,1930,1362627
07 RENTALS - WALKUP APARTMENTS,7,11207,6,0,6,2350,5100,1930,1362627
07 RENTALS - WALKUP APARTMENTS,7,11207,10,0,10,3290,8872,1930,1362627
03 THREE FAMILY DWELLINGS,3,11223,3,0,3,3000,3025,1925,1363000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2000,1800,1910,1365000
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,2400,1899,1365000
07 RENTALS - WALKUP APARTMENTS,7,11219,4,0,4,2504,2680,1931,1365000
02 TWO FAMILY DWELLINGS,2,11237,2,0,2,2500,2525,1920,1365000
02 TWO FAMILY DWELLINGS,2,11226,2,0,2,4174,2871,1899,1365000
03 THREE FAMILY DWELLINGS,3,11218,3,0,3,3615,2336,1910,1365000
04 TAX CLASS 1 CONDOS,4,11217,1,0,1,0,0,1939,1365000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11249,1,0,1,0,0,,1365000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,2600,1445,1920,1368000
01 ONE FAMILY DWELLINGS,1,11209,1,0,1,2500,1808,1925,1368333
03 THREE FAMILY DWELLINGS,3,11214,3,0,3,1600,3162,1920,1370000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2633,2176,1930,1370000
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,1803,1800,1915,1370000
02 TWO FAMILY DWELLINGS,2,11230,2,0,2,2800,2640,1925,1370500
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,,1370800
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,3350,2100,1994,1372410
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,1905,1373000
28 COMMERCIAL CONDOS,28,11231,0,1,1,0,0,1913,1373690
01 ONE FAMILY DWELLINGS,1,11209,1,0,1,2500,1496,1925,1375000
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,2400,1899,1375000
37 RELIGIOUS FACILITIES,37,11216,0,4,4,1950,3780,1930,1375000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1905,1375000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1375000
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,2504,2680,1925,1375000
07 RENTALS - WALKUP APARTMENTS,7,11218,8,0,8,2000,2700,1899,1375000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1900,2850,1910,1375000
02 TWO FAMILY DWELLINGS,2,11225,2,1,3,1480,3300,1925,1375000
02 TWO FAMILY DWELLINGS,2,11215,2,0,2,1983,2520,1901,1375000
02 TWO FAMILY DWELLINGS,2,11215,2,0,2,1890,2160,1935,1375000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2008,1375000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11222,1,0,1,0,0,2007,1375000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,3200,2252,1920,1375000
02 TWO FAMILY DWELLINGS,2,11230,2,0,2,2260,1984,1930,1375000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,4000,1920,1950,1375000
03 THREE FAMILY DWELLINGS,3,11223,3,0,3,3500,3880,1925,1375000
22 STORE BUILDINGS,22,11223,1,2,3,1845,3002,1927,1375000
03 THREE FAMILY DWELLINGS,3,11220,3,0,3,2003,3000,1910,1375000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2007,1375000
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2008,1375000
44 CONDO PARKING,44,11211,0,1,1,0,0,,1375000
47 CONDO NON-BUSINESS STORAGE,47,11211,0,1,1,0,0,,1375000
01 ONE FAMILY DWELLINGS,1,11209,1,0,1,2000,1880,1910,1378000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2018,1378055
03 THREE FAMILY DWELLINGS,3,11228,3,0,3,2320,2160,1930,1380000
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1800,3024,1901,1380000
04 TAX CLASS 1 CONDOS,4,11238,1,0,1,0,0,2012,1380000
03 THREE FAMILY DWELLINGS,3,11204,3,0,3,2550,2440,1930,1380000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1924,1380000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1928,1380000
01 ONE FAMILY DWELLINGS,1,11226,1,0,1,3825,1984,1899,1380000
07 RENTALS - WALKUP APARTMENTS,7,11225,4,0,4,1669,2063,1931,1380000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,2465,2216,1935,1380000
02 TWO FAMILY DWELLINGS,2,11223,2,1,3,2000,2800,1931,1380000
02 TWO FAMILY DWELLINGS,2,11223,2,0,2,2800,2200,1930,1380000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,4000,2184,1910,1380000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,5137,2916,2005,1380000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2000,2200,1901,1380000
07 RENTALS - WALKUP APARTMENTS,7,11232,6,0,6,2000,4248,1931,1380000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,1380622
07 RENTALS - WALKUP APARTMENTS,7,11219,4,0,4,2053,3400,1930,1382500
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,2800,2440,1930,1383000
13 CONDOS - ELEVATOR APARTMENTS,13,11238,1,0,1,0,0,2015,1384888
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,2000,2940,1931,1385000
03 THREE FAMILY DWELLINGS,3,11219,3,0,3,1960,3240,1910,1385000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11205,1,0,1,0,0,1905,1385000
01 ONE FAMILY DWELLINGS,1,11225,1,0,1,2512,2937,1915,1385000
22 STORE BUILDINGS,22,11210,0,1,1,2000,4200,1930,1385000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,3600,1342,1940,1385000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,4000,1856,1935,1385000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,1920,1385000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,2009,1385000
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,1800,2430,1925,1386000
10 COOPS - ELEVATOR APARTMENTS,10,11238,,,,,,1924,1387695
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,2667,2120,1930,1388000
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1667,3000,1901,1390000
04 TAX CLASS 1 CONDOS,4,11238,1,0,1,0,0,1901,1390000
03 THREE FAMILY DWELLINGS,3,11204,3,0,3,2500,2240,1920,1390000
07 RENTALS - WALKUP APARTMENTS,7,11219,6,0,6,1800,4800,1931,1390000
01 ONE FAMILY DWELLINGS,1,11204,1,0,1,2120,1376,1920,1390000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11217,1,0,1,0,0,,1390000
02 TWO FAMILY DWELLINGS,2,11223,2,0,2,2450,2360,1925,1390000
03 THREE FAMILY DWELLINGS,3,11223,3,0,3,2300,2340,1925,1390000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11222,1,0,1,0,0,2012,1390000
02 TWO FAMILY DWELLINGS,2,11230,2,0,2,2667,2360,1925,1390000
02 TWO FAMILY DWELLINGS,2,11218,2,0,2,3500,3250,1925,1390000
10 COOPS - ELEVATOR APARTMENTS,10,11215,,,,,,1920,1390000
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,,1390000
44 CONDO PARKING,44,11215,0,1,1,0,0,,1390000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2003,2880,1910,1390000
03 THREE FAMILY DWELLINGS,3,11211,3,0,3,1565,2520,1920,1390000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,1820,2520,1925,1395000
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1216,1824,1930,1395000
03 THREE FAMILY DWELLINGS,3,11219,3,0,3,1743,2000,1931,1395000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1926,1395000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,2013,1395000
02 TWO FAMILY DWELLINGS,2,11228,2,0,2,2000,3420,1905,1395000
05 TAX CLASS 1 VACANT LAND,5,11238,0,0,0,1530,0,,1395000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1575,1892,2006,1395000
04 TAX CLASS 1 CONDOS,4,11215,1,0,1,0,0,1910,1395000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1920,1395000
10 COOPS - ELEVATOR APARTMENTS,10,11238,,,,,,1940,1395000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2017,1395003
03 THREE FAMILY DWELLINGS,3,11204,3,0,3,2500,2240,1920,1396000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,1397197
03 THREE FAMILY DWELLINGS,3,11235,3,0,3,2400,3564,1970,1398000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2433,2388,1910,1399000
03 THREE FAMILY DWELLINGS,3,11214,3,0,3,2600,3105,1901,1400000
01 ONE FAMILY DWELLINGS,1,11209,1,0,1,2700,1361,1925,1400000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2000,2940,1910,1400000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2425,2240,1920,1400000
03 THREE FAMILY DWELLINGS,3,11209,3,0,3,2000,3060,1935,1400000
03 THREE FAMILY DWELLINGS,3,11209,3,0,3,2000,2860,1950,1400000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2000,2876,1899,1400000
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1735,2160,1899,1400000
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2300,1960,1901,1400000
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1750,3148,1901,1400000
07 RENTALS - WALKUP APARTMENTS,7,11216,7,0,7,1890,3600,1906,1400000
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,2650,2360,1930,1400000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,3000,2280,1930,1400000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,2496,3953,1940,1400000
02 TWO FAMILY DWELLINGS,2,11219,2,1,3,2000,3240,1920,1400000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2250,1908,1920,1400000
04 TAX CLASS 1 CONDOS,4,11219,1,0,1,0,0,1992,1400000
33 EDUCATIONAL FACILITIES,33,11204,0,1,1,2125,3116,1931,1400000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1967,1400000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1913,1400000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2000,2200,1905,1400000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11231,1,0,1,0,0,1900,1400000
09 COOPS - WALKUP APARTMENTS,9,11201,,,,,,1901,1400000
01 ONE FAMILY DWELLINGS,1,11213,1,0,1,1840,3000,1910,1400000
02 TWO FAMILY DWELLINGS,2,11238,2,1,3,2000,2700,1930,1400000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1740,2100,1910,1400000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3000,2844,1901,1400000
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,3275,2640,1920,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1931,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1800,1400000
01 ONE FAMILY DWELLINGS,1,11228,1,0,1,2750,1296,1925,1400000
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,3060,2680,1925,1400000
01 ONE FAMILY DWELLINGS,1,11226,1,0,1,2625,2099,1910,1400000
14 RENTALS - 4-10 UNIT,14,11203,2,2,4,2167,3440,1931,1400000
01 ONE FAMILY DWELLINGS,1,11225,1,0,1,2000,1696,1910,1400000
03 THREE FAMILY DWELLINGS,3,11203,3,0,3,2825,3036,1920,1400000
07 RENTALS - WALKUP APARTMENTS,7,11203,4,0,4,3000,3643,1930,1400000
07 RENTALS - WALKUP APARTMENTS,7,11205,8,0,8,2900,5650,1930,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,,1400000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11205,1,0,1,0,0,1930,1400000
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,4000,2492,1935,1400000
27 FACTORIES,27,11222,0,1,1,3000,4000,1931,1400000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,3094,2500,1920,1400000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,2759,2600,1930,1400000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,3531,2640,1935,1400000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,4100,1927,1915,1400000
01 ONE FAMILY DWELLINGS,1,11210,1,0,1,2667,2898,1925,1400000
01 ONE FAMILY DWELLINGS,1,11210,1,0,1,3238,2016,1925,1400000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,7680,2868,1965,1400000
07 RENTALS - WALKUP APARTMENTS,7,11233,6,0,6,2733,5740,1905,1400000
02 TWO FAMILY DWELLINGS,2,11230,2,0,2,2231,2458,1925,1400000
02 TWO FAMILY DWELLINGS,2,11223,2,0,2,1200,1540,1920,1400000
09 COOPS - WALKUP APARTMENTS,9,11217,,,,,,1920,1400000
04 TAX CLASS 1 CONDOS,4,11215,1,0,1,0,0,1925,1400000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,2017,1400000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,2500,2480,1930,1400000
02 TWO FAMILY DWELLINGS,2,11211,2,0,2,1375,1530,1901,1400000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11211,1,0,1,0,0,2018,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2008,1400000
43 CONDO OFFICE BUILDINGS,43,11249,0,1,1,0,0,,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2009,1400000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2010,1400000
44 CONDO PARKING,44,11249,0,1,1,0,0,2009,1400000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11216,1,0,1,0,0,1931,1400094
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11211,1,0,1,0,0,2018,1400094
16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,16,11211,1,0,1,0,0,2018,1400094
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,2003,1657,1910,1400500
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2017,1402684
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1402684
03 THREE FAMILY DWELLINGS,3,11228,3,0,3,1900,2000,1910,1405000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2017,1405185
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1406442
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2000,2576,1899,1407000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1906,1407000
09 COOPS - WALKUP APARTMENTS,9,11238,,,,,,1930,1407575
04 TAX CLASS 1 CONDOS,4,11209,1,0,1,0,0,2010,1410000
44 CONDO PARKING,44,11209,0,1,1,0,0,2010,1410000
01 ONE FAMILY DWELLINGS,1,11221,1,0,1,1800,3024,1899,1410000
30 WAREHOUSES,30,11216,0,1,1,4275,4275,1910,1410000
02 TWO FAMILY DWELLINGS,2,11228,2,0,2,2358,2160,1920,1410000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2003,1880,1910,1410000
03 THREE FAMILY DWELLINGS,3,11204,3,0,3,2000,2308,1973,1410000
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,2591,4062,2003,1410000
01 ONE FAMILY DWELLINGS,1,11228,1,1,2,2900,3900,1925,1410000
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2000,2100,1901,1412500
02 TWO FAMILY DWELLINGS,2,11205,2,0,2,2000,2100,1901,1412500
13 CONDOS - ELEVATOR APARTMENTS,13,11223,1,0,1,0,0,2009,1412775
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2017,1413500
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,1800,3024,1901,1415000
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,2800,2160,1925,1415000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,1415000
02 TWO FAMILY DWELLINGS,2,11218,2,0,2,2666,2625,1899,1415000
01 ONE FAMILY DWELLINGS,1,11230,1,0,1,2467,2063,1940,1417000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,2825,2909,1960,1420000
07 RENTALS - WALKUP APARTMENTS,7,11214,6,0,6,2708,3600,1909,1420000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2000,3120,1910,1420000
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2440,3690,1925,1420000
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2000,3360,1915,1420000
01 ONE FAMILY DWELLINGS,1,11213,1,0,1,2492,2187,1899,1420000
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,2880,3600,1925,1420000
07 RENTALS - WALKUP APARTMENTS,7,11208,6,2,8,2780,5250,1915,1420000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1420000
14 RENTALS - 4-10 UNIT,14,11223,3,1,4,1800,2720,1931,1420000
02 TWO FAMILY DWELLINGS,2,11215,2,0,2,2504,1860,1901,1420000
03 THREE FAMILY DWELLINGS,3,11220,3,0,3,2003,2772,1901,1420000
13 CONDOS - ELEVATOR APARTMENTS,13,11231,1,0,1,0,0,1913,1422664
10 COOPS - ELEVATOR APARTMENTS,10,11238,,,,,,1930,1424767
01 ONE FAMILY DWELLINGS,1,11204,1,0,1,4000,2112,1920,1425000
07 RENTALS - WALKUP APARTMENTS,7,11214,4,0,4,3375,3240,1921,1425000
02 TWO FAMILY DWELLINGS,2,11204,2,1,3,1328,3240,1931,1425000
02 TWO FAMILY DWELLINGS,2,11219,2,0,2,2003,3520,1970,1425000
09 COOPS - WALKUP APARTMENTS,9,11231,,,,,,1920,1425000
09 COOPS - WALKUP APARTMENTS,9,11231,,,,,,1920,1425000
13 CONDOS - ELEVATOR APARTMENTS,13,11231,1,0,1,0,0,2006,1425000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11231,1,0,1,0,0,1900,1425000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11231,1,0,1,0,0,1930,1425000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,,,,,,,1425000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,2015,1425000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1900,3540,1901,1425000
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2000,3600,1931,1425000
07 RENTALS - WALKUP APARTMENTS,7,11216,11,0,11,3275,7000,1905,1425000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,2010,1425000
03 THREE FAMILY DWELLINGS,3,11226,3,0,3,2825,4014,1930,1425000
07 RENTALS - WALKUP APARTMENTS,7,11203,6,0,6,2344,5250,1931,1425000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,4000,1680,1930,1425000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1833,2475,1899,1425000
02 TWO FAMILY DWELLINGS,2,11223,2,0,2,2750,1388,1925,1425000
01 ONE FAMILY DWELLINGS,1,11223,1,0,1,2668,1272,1920,1425000
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,1931,1425000
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,1920,1425000
05 TAX CLASS 1 VACANT LAND,5,11215,0,0,0,2504,0,,1425000
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2018,1425528
44 CONDO PARKING,44,11211,0,1,1,0,0,2018,1425528
47 CONDO NON-BUSINESS STORAGE,47,11211,0,1,1,0,0,2018,1425528
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1200,2412,2017,1425550
04 TAX CLASS 1 CONDOS,4,11219,1,0,1,0,0,2017,1425550
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11235,1,0,1,0,0,2015,1425550
16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,16,11235,1,0,1,0,0,2015,1425550
05 TAX CLASS 1 VACANT LAND,5,11229,0,0,0,2295,0,,1426000
01 ONE FAMILY DWELLINGS,1,11225,1,0,1,2217,1425,1925,1427000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2007,1428000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2018,1428055
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2017,1428506
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2730,2160,1925,1430000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,3600,2304,1920,1430000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1937,1430000
02 TWO FAMILY DWELLINGS,2,11205,2,1,3,1260,2560,1977,1430000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1430000
13 CONDOS - ELEVATOR APARTMENTS,13,11217,1,0,1,0,0,2015,1430000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,2000,2176,1910,1430000
02 TWO FAMILY DWELLINGS,2,11220,2,0,2,1638,3312,1910,1430000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11211,1,0,1,0,0,2017,1430000
22 STORE BUILDINGS,22,11229,0,2,2,1280,3120,1924,1430550
13 CONDOS - ELEVATOR APARTMENTS,13,11231,1,0,1,0,0,2006,1431250
02 TWO FAMILY DWELLINGS,2,11209,2,0,2,2500,3367,1915,1432000
03 THREE FAMILY DWELLINGS,3,11221,3,0,3,1981,3001,2005,1435000
02 TWO FAMILY DWELLINGS,2,11228,2,0,2,2000,2080,1930,1435000
14 RENTALS - 4-10 UNIT,14,11219,5,1,6,2000,4800,1931,1435000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,7100,2500,1965,1435000
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2419,2040,1899,1435000
